{'ISDCrossLinkMS_Psi_0.1_DSS': '0.47457317592', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0729770017036', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.4363338856', 'rmf_frame_index': 426, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.533773424191', 'GaussianEMRestraint_None': '202.029238798', 'rmf_file': 'output/rmfs//44.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '1.13603456989', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.143973594549', 'SimplifiedModel_Total_Score_None': '1740.40543759', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0210178818109', 'ISDCrossLinkMS_Data_Score_DSS': '253.863839769'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.476074514185', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0689232101617', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.3729358289', 'rmf_frame_index': 714, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.510652424942', 'GaussianEMRestraint_None': '213.227080109', 'rmf_file': 'output/rmfs//49.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '0.154173537803', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.132159353349', 'SimplifiedModel_Total_Score_None': '1748.80437439', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0260305404614', 'ISDCrossLinkMS_Data_Score_DSS': '256.399809902'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.474209741887', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0943280531426', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.063357556', 'rmf_frame_index': 98, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.564997445069', 'GaussianEMRestraint_None': '203.119679713', 'rmf_file': 'output/rmfs//24.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '0.791712465283', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.171461420542', 'SimplifiedModel_Total_Score_None': '1746.59272438', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0251084769247', 'ISDCrossLinkMS_Data_Score_DSS': '257.994360727'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.477004910163', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.121001191895', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '9.61249349009', 'rmf_frame_index': 1, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.617663885578', 'GaussianEMRestraint_None': '200.926132394', 'rmf_file': 'output/rmfs//41.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '0.0', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.220429082241', 'SimplifiedModel_Total_Score_None': '1750.48732297', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0281533396461', 'ISDCrossLinkMS_Data_Score_DSS': '268.001892051'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.485001157912', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0846348030966', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.3106183946', 'rmf_frame_index': 308, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.544665095927', 'GaussianEMRestraint_None': '202.356819986', 'rmf_file': 'output/rmfs//43.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '0.376499581752', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.163227869404', 'SimplifiedModel_Total_Score_None': '1751.39542665', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0209261742319', 'ISDCrossLinkMS_Data_Score_DSS': '260.091577069'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.476960072602', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0812996031746', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.4561147658', 'rmf_frame_index': 100, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.553521825397', 'GaussianEMRestraint_None': '212.885460212', 'rmf_file': 'output/rmfs//9.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '0.0622104524923', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.14816468254', 'SimplifiedModel_Total_Score_None': '1748.15929646', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0192563521359', 'ISDCrossLinkMS_Data_Score_DSS': '256.281293999'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.465335813292', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0688895945803', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.2427482042', 'rmf_frame_index': 1005, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.509897321901', 'GaussianEMRestraint_None': '204.917217584', 'rmf_file': 'output/rmfs//1.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '0.736368794469', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.130983380968', 'SimplifiedModel_Total_Score_None': '1751.15962436', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0312547818957', 'ISDCrossLinkMS_Data_Score_DSS': '266.009807011'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.485214635392', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0985527809308', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '9.85859229294', 'rmf_frame_index': 24, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.571765039728', 'GaussianEMRestraint_None': '200.256239301', 'rmf_file': 'output/rmfs//43.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '3.05463369039', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.183342792281', 'SimplifiedModel_Total_Score_None': '1746.11427094', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0282784069914', 'ISDCrossLinkMS_Data_Score_DSS': '258.358075906'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.484367759923', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0816015457278', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.398827299', 'rmf_frame_index': 534, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.525257621297', 'GaussianEMRestraint_None': '204.16056222', 'rmf_file': 'output/rmfs//63.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '1.5198713239', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.14814297982', 'SimplifiedModel_Total_Score_None': '1753.74444968', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.031684852282', 'ISDCrossLinkMS_Data_Score_DSS': '275.813393936'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.486093519975', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0710212083408', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '9.83401436691', 'rmf_frame_index': 369, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.518909285332', 'GaussianEMRestraint_None': '206.651987958', 'rmf_file': 'output/rmfs//22.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '1.05763647812', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.140171092497', 'SimplifiedModel_Total_Score_None': '1752.45156545', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0262161502469', 'ISDCrossLinkMS_Data_Score_DSS': '255.595912379'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.48134932463', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0696188340807', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.3646272646', 'rmf_frame_index': 580, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.531221973094', 'GaussianEMRestraint_None': '203.073788088', 'rmf_file': 'output/rmfs//18.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '0.72481366998', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.139312406577', 'SimplifiedModel_Total_Score_None': '1747.80976189', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0235737736155', 'ISDCrossLinkMS_Data_Score_DSS': '261.544260528'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.465773717463', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.093693438914', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '9.93223296501', 'rmf_frame_index': 26, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.576187782805', 'GaussianEMRestraint_None': '207.195446198', 'rmf_file': 'output/rmfs//1.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '0.512882945537', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.189564479638', 'SimplifiedModel_Total_Score_None': '1749.8275137', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0348617771287', 'ISDCrossLinkMS_Data_Score_DSS': '259.171742138'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.486835051482', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0772690106296', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.1443387869', 'rmf_frame_index': 214, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.543744889616', 'GaussianEMRestraint_None': '209.002834501', 'rmf_file': 'output/rmfs//9.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '0.0', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.147874080131', 'SimplifiedModel_Total_Score_None': '1752.1992183', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0231906940227', 'ISDCrossLinkMS_Data_Score_DSS': '252.873049519'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.45478846818', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0734501700235', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.3544192505', 'rmf_frame_index': 223, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.526131310489', 'GaussianEMRestraint_None': '201.534974133', 'rmf_file': 'output/rmfs//22.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '4.53666060475', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.143107507193', 'SimplifiedModel_Total_Score_None': '1753.01644809', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.038507574994', 'ISDCrossLinkMS_Data_Score_DSS': '266.754008558'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.483807704763', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0893410549382', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.2138551177', 'rmf_frame_index': 113, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.56174675223', 'GaussianEMRestraint_None': '194.812497834', 'rmf_file': 'output/rmfs//7.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '0.80121678686', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.165816246674', 'SimplifiedModel_Total_Score_None': '1753.03543559', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0242182207371', 'ISDCrossLinkMS_Data_Score_DSS': '268.788600778'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.485416284564', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0750186985789', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.3011179171', 'rmf_frame_index': 287, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.537820992271', 'GaussianEMRestraint_None': '212.360355795', 'rmf_file': 'output/rmfs//58.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '0.0199366460255', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.148865619546', 'SimplifiedModel_Total_Score_None': '1754.14769713', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0267315124413', 'ISDCrossLinkMS_Data_Score_DSS': '259.983769476'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.475344476902', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0749874937469', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.1945460937', 'rmf_frame_index': 282, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.537768884442', 'GaussianEMRestraint_None': '201.711072078', 'rmf_file': 'output/rmfs//58.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '1.86298443632', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.148824412206', 'SimplifiedModel_Total_Score_None': '1742.60451226', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0207976850574', 'ISDCrossLinkMS_Data_Score_DSS': '259.184759332'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.456781029807', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0749937484371', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.0995134939', 'rmf_frame_index': 283, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.537784446112', 'GaussianEMRestraint_None': '204.575631227', 'rmf_file': 'output/rmfs//58.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '4.31940816397', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.148862215554', 'SimplifiedModel_Total_Score_None': '1748.99391547', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0243203959379', 'ISDCrossLinkMS_Data_Score_DSS': '260.529143445'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.457832607219', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0950125208681', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '9.80241139006', 'rmf_frame_index': 86, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.563501669449', 'GaussianEMRestraint_None': '222.888562451', 'rmf_file': 'output/rmfs//5.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '2.2097443411', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.185496661102', 'SimplifiedModel_Total_Score_None': '1752.77834238', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0306378312527', 'ISDCrossLinkMS_Data_Score_DSS': '255.121612446'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.453611961775', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0777202072539', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.3181862568', 'rmf_frame_index': 275, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.543279487961', 'GaussianEMRestraint_None': '220.075445704', 'rmf_file': 'output/rmfs//44.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '0.389144931928', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.147851264858', 'SimplifiedModel_Total_Score_None': '1750.23327099', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0279383036909', 'ISDCrossLinkMS_Data_Score_DSS': '250.497041933'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.477963660707', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0877240841777', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '9.82075798623', 'rmf_frame_index': 200, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.553117692907', 'GaussianEMRestraint_None': '206.560914939', 'rmf_file': 'output/rmfs//61.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '0.0203689849317', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.16539360873', 'SimplifiedModel_Total_Score_None': '1747.38910002', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0254586844079', 'ISDCrossLinkMS_Data_Score_DSS': '255.554076164'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.489013795053', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0856339787633', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '9.90067434217', 'rmf_frame_index': 35, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.56314803248', 'GaussianEMRestraint_None': '207.157366518', 'rmf_file': 'output/rmfs//9.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '0.0285534941332', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.152592129919', 'SimplifiedModel_Total_Score_None': '1752.53248607', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0246756710698', 'ISDCrossLinkMS_Data_Score_DSS': '254.291507142'}
{'ISDCrossLinkMS_Psi_0.1_DSS': '0.480822979963', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.0697756788666', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.01_DSS_293': '0.1', 'AVERAGE_RMSD': '54.5184359877', 'ISDCrossLinkMS_Sigma_1_DSS': '10.2925522843', 'rmf_frame_index': 500, 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.505371900826', 'GaussianEMRestraint_None': '207.688292766', 'rmf_file': 'output/rmfs//49.rmf3', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.1', 'SimplifiedModel_Linker_Score_None': '1.4927075512', 'MonteCarlo_StepSize_Nuisances_ISDCrossLinkMS_Sigma_1_DSS_295': '0.5', 'MonteCarlo_Acceptance_Nuisances_ISDCrossLinkMS_Psi_0.1_DSS_294': '0.12541322314', 'SimplifiedModel_Total_Score_None': '1744.27942541', 'ISDCrossLinkMS_Psi_0.01_DSS': '0.0253969916319', 'ISDCrossLinkMS_Data_Score_DSS': '247.553055586'}
